Account_ID,Customer_Name,Age,Gender,Account_Type,Balance,Transaction_Amount,Transaction_Type,Transaction_Date,Branch,IFSC_Code,Loan_Status,Credit_Score,KYC_Status,Account_Status
A13315,Unknown,64,Other,Unknown,147083,40170,credit,2023-02-05,Unknown,AXIS004,Rejected,517,Pending,Dormant
A12298,Ravi,23,Male,Unknown,107134,34334,credit,2023-01-18,Bangalore,HDFC001,Rejected,664,Pending,Inactive
A12440,Neha,35,Other,Unknown,173678,17990,credit,2025-06-22,Pune,ICICI003,Rejected,339,Pending,Inactive
A12814,John,36,Male,Unknown,141206,26267,credit,2023-07-09,Mumbai,ICICI003,Rejected,446,Pending,Inactive
A11305,Amit,27,Other,Credit,189161,18506,credit,2023-01-06,Mumbai,HDFC001,Pending,302,Pending,Inactive
A10021,John,35,Female,Unknown,-4509,32642,credit,2025-04-28,Unknown,Unknown,Rejected,447,Rejected,Inactive
A12477,Neha,51,Female,Unknown,199892,-2557,debit,2023-10-16,Delhi,Unknown,Rejected,547,Rejected,Inactive
A11253,Sara,20,Other,Unknown,151031,-11311,debit,2021-10-29,Bangalore,Unknown,Approved,549,Verified,Active
A12006,Priya,67,Male,Current,141311,30857,credit,2021-07-28,Bangalore,AXIS004,Rejected,316,Rejected,Inactive
A10400,Priya,27,Female,Loan,126337,-14736,debit,2025-05-16,Chennai,Unknown,Rejected,870,Pending,Inactive
A11177,Priya,44,Male,Loan,30645,32307,credit,2025-10-19,Bangalore,Unknown,Rejected,340,Rejected,Inactive
A11006,Amit,22,Female,Unknown,185046,20950,credit,2024-05-31,Chennai,ICICI003,Approved,347,Verified,Dormant
A13191,Amit,23,Female,Unknown,100338,34594,credit,2024-04-22,Mumbai,ICICI003,Rejected,397,Pending,Inactive
A11701,Priya,43,Other,Loan,184050,22065,credit,2023-08-31,Mumbai,Unknown,Rejected,879,Pending,Inactive
A11409,Neha,49,Other,Loan,113673,-12277,debit,2022-07-17,Delhi,Unknown,Rejected,441,Rejected,Inactive
A11413,Priya,55,Male,Unknown,90111,4660,credit,2022-08-04,Unknown,AXIS004,Rejected,532,Rejected,Dormant
A11734,Amit,25,Other,Unknown,132523,-7720,debit,2022-09-21,Bangalore,AXIS004,Pending,592,Pending,Active
A12444,Sara,51,Other,Loan,93993,-26066,debit,2022-02-14,Unknown,ICICI003,Rejected,650,Pending,Active
A13418,Priya,35,Female,Savings,68792,-13461,debit,2025-04-09,Bangalore,HDFC001,Rejected,727,Pending,Inactive
A10586,Neha,40,Other,Credit,68558,-6225,debit,2022-06-10,Bangalore,Unknown,Rejected,893,Rejected,Active
A13067,John,57,Male,Loan,170901,-44702,debit,2024-07-08,Bangalore,AXIS004,Pending,469,Verified,Active
A10950,Amit,40,Female,Current,130651,-3657,debit,2023-09-15,Delhi,AXIS004,Rejected,328,Rejected,Active
A13150,Amit,35,Male,Loan,-2068,-1311,debit,2025-09-15,Bangalore,SBI002,Rejected,846,Pending,Inactive
A10830,Amit,32,Other,Unknown,133161,42995,credit,2022-03-08,Bangalore,Unknown,Rejected,806,Verified,Closed
A11608,Ravi,26,Other,Unknown,177941,9807,credit,2024-12-21,Chennai,HDFC001,Approved,762,Verified,Active
A12247,Sara,56,Male,Loan,76124,33887,credit,2022-03-11,Mumbai,ICICI003,Pending,463,Pending,Dormant
A13205,Amit,41,Other,Current,149286,-31663,debit,2023-06-04,Pune,Unknown,Approved,811,Verified,Active
A10699,Amit,40,Male,Loan,60840,8807,credit,2023-04-12,Mumbai,Unknown,Rejected,688,Rejected,Active
A11194,Unknown,52,Other,Credit,143398,2306,credit,2022-07-20,Unknown,HDFC001,Rejected,783,Pending,Inactive
A10451,Neha,55,Other,Current,167489,3663,credit,2024-12-03,Unknown,AXIS004,Rejected,456,Rejected,Inactive
A12186,Neha,18,Female,Loan,185686,32375,credit,2022-11-16,Chennai,HDFC001,Pending,537,Pending,Active
A10754,Sara,22,Female,Current,72968,-14278,debit,2021-06-17,Bangalore,AXIS004,Rejected,814,Rejected,Dormant
A11337,Unknown,20,Female,Current,144112,-16081,debit,2021-03-13,Chennai,SBI002,Pending,675,Verified,Closed
A11369,John,44,Female,Unknown,146433,12708,credit,2021-05-02,Unknown,Unknown,Pending,387,Pending,Inactive
A10387,Amit,50,Female,Current,10352,-15718,debit,2021-06-17,Unknown,HDFC001,Rejected,337,Pending,Inactive
A11149,Priya,43,Other,Savings,101844,12612,credit,2024-02-29,Bangalore,Unknown,Rejected,348,Rejected,Inactive
A12766,John,24,Female,Current,24150,14164,credit,2023-11-13,Bangalore,HDFC001,Pending,778,Verified,Active
A11221,Amit,26,Other,Credit,144012,-19441,debit,2023-07-05,Unknown,ICICI003,Rejected,561,Pending,Inactive
A11722,John,37,Female,Loan,194776,-15234,debit,2024-01-15,Delhi,SBI002,Rejected,814,Rejected,Inactive
A11924,Neha,43,Other,Credit,94855,-42539,debit,2024-01-14,Delhi,Unknown,Rejected,702,Pending,Closed
A13089,Sara,33,Female,Credit,124010,-10870,debit,2024-05-17,Bangalore,Unknown,Rejected,319,Rejected,Inactive
A10709,Amit,38,Other,Current,56350,49623,credit,2022-10-18,Chennai,HDFC001,Rejected,328,Rejected,Inactive
A10447,John,50,Other,Credit,90852,4675,credit,2021-07-14,Unknown,AXIS004,Rejected,565,Pending,Inactive
A10350,Amit,33,Female,Credit,123780,-28259,debit,2021-04-12,Pune,SBI002,Rejected,634,Rejected,Inactive
A10664,Priya,31,Male,Credit,51971,-17290,debit,2021-07-24,Chennai,AXIS004,Approved,437,Verified,Active
A10325,John,53,Male,Savings,82883,-40482,debit,2021-02-28,Bangalore,SBI002,Rejected,490,Pending,Inactive
A10424,Unknown,65,Female,Unknown,198933,-2053,debit,2022-10-26,Bangalore,AXIS004,Rejected,735,Rejected,Inactive
A10164,Ravi,18,Female,Current,197387,-44469,debit,2025-03-29,Chennai,AXIS004,Rejected,759,Pending,Inactive
A11201,Sara,58,Other,Credit,95698,4615,credit,2024-12-14,Unknown,SBI002,Pending,750,Pending,Closed
A12712,Unknown,54,Other,Current,58498,13585,credit,2022-05-09,Bangalore,ICICI003,Rejected,783,Pending,Inactive
A10673,Neha,67,Female,Savings,-1950,42304,credit,2023-12-23,Delhi,SBI002,Rejected,446,Rejected,Inactive
A11938,John,32,Female,Unknown,38250,11314,credit,2022-04-06,Bangalore,AXIS004,Rejected,435,Rejected,Inactive
A10462,Unknown,62,Other,Unknown,182105,-13480,debit,2024-12-14,Delhi,ICICI003,Rejected,365,Rejected,Inactive
A10753,Ravi,64,Other,Credit,54623,22566,credit,2022-07-09,Mumbai,ICICI003,Approved,586,Verified,Active
A13207,Neha,27,Other,Unknown,189240,-10185,debit,2023-04-08,Chennai,ICICI003,Rejected,378,Rejected,Inactive
A11973,John,18,Other,Current,106050,15224,credit,2023-01-28,Bangalore,HDFC001,Rejected,460,Rejected,Inactive
A10747,Neha,39,Other,Credit,105871,48187,credit,2022-04-21,Unknown,AXIS004,Pending,653,Verified,Active
A10046,Ravi,43,Female,Credit,66381,8304,credit,2025-08-27,Unknown,AXIS004,Rejected,317,Rejected,Inactive
A13060,Neha,27,Male,Loan,28898,-2905,debit,2023-04-06,Chennai,Unknown,Rejected,558,Rejected,Inactive
A12687,Priya,36,Other,Current,187378,39812,credit,2023-09-08,Delhi,AXIS004,Rejected,419,Rejected,Inactive
A12977,Amit,32,Other,Unknown,162296,10849,credit,2022-07-17,Unknown,ICICI003,Rejected,707,Pending,Closed
A10337,Neha,37,Male,Loan,9728,-23393,debit,2021-06-25,Delhi,AXIS004,Pending,662,Pending,Inactive
A11181,Ravi,33,Female,Unknown,47347,-16236,debit,2021-12-15,Bangalore,Unknown,Pending,562,Pending,Inactive
A11838,Priya,28,Female,Credit,174867,34542,credit,2021-12-31,Mumbai,AXIS004,Rejected,761,Rejected,Inactive
A12934,Priya,26,Female,Loan,140632,-20973,debit,2025-05-29,Mumbai,Unknown,Rejected,516,Rejected,Dormant
A10288,Sara,66,Other,Savings,121125,46678,credit,2024-04-11,Unknown,Unknown,Rejected,491,Rejected,Inactive
A10115,Priya,34,Male,Credit,29829,-4974,debit,2023-07-14,Bangalore,ICICI003,Rejected,390,Rejected,Inactive
A11623,Neha,31,Other,Unknown,-1713,4397,credit,2024-08-16,Mumbai,Unknown,Rejected,552,Rejected,Inactive
A12684,John,26,Other,Unknown,39697,-15610,debit,2021-11-11,Pune,AXIS004,Rejected,587,Rejected,Inactive
A10409,Ravi,61,Other,Loan,18685,-3878,debit,2025-02-10,Unknown,SBI002,Pending,577,Pending,Inactive
A13246,Priya,55,Female,Current,136448,16750,credit,2021-06-22,Chennai,HDFC001,Approved,820,Verified,Active
A12546,Amit,21,Male,Credit,164490,11443,credit,2021-03-28,Unknown,Unknown,Rejected,532,Rejected,Inactive
A10622,Sara,65,Female,Unknown,120641,22641,credit,2025-06-17,Pune,Unknown,Pending,369,Pending,Active
A11600,Sara,50,Other,Current,4254,-7627,debit,2025-09-05,Mumbai,AXIS004,Rejected,546,Verified,Closed
A13404,Amit,45,Other,Current,117354,13696,credit,2022-07-18,Unknown,Unknown,Approved,837,Verified,Active
A12633,Neha,34,Female,Unknown,111285,1224,credit,2023-07-14,Unknown,HDFC001,Rejected,359,Rejected,Dormant
A10146,Sara,27,Female,Unknown,-4685,-582,debit,2025-08-27,Chennai,Unknown,Rejected,885,Pending,Inactive
A12820,Amit,40,Other,Current,45594,13479,credit,2024-07-10,Bangalore,HDFC001,Rejected,827,Pending,Inactive
A11799,Amit,19,Other,Credit,99619,16571,credit,2021-04-17,Bangalore,AXIS004,Rejected,799,Rejected,Inactive
A12691,Sara,74,Other,Current,126092,4110,credit,2022-09-07,Bangalore,ICICI003,Approved,820,Verified,Active
A11072,Unknown,61,Other,Unknown,177307,12746,credit,2021-10-25,Bangalore,HDFC001,Rejected,893,Rejected,Inactive
A13148,Amit,41,Male,Savings,199842,-15283,debit,2023-07-24,Delhi,HDFC001,Pending,697,Verified,Dormant
A12341,Amit,21,Other,Unknown,81046,-7025,debit,2022-05-07,Chennai,HDFC001,Approved,825,Verified,Active
A10116,John,27,Other,Unknown,197453,-9474,debit,2021-02-14,Chennai,ICICI003,Rejected,559,Pending,Inactive
A11517,Priya,20,Female,Loan,145639,-14287,debit,2021-08-31,Delhi,AXIS004,Rejected,627,Rejected,Inactive
A11584,John,19,Other,Unknown,6515,49145,credit,2022-11-23,Delhi,Unknown,Rejected,639,Pending,Active
A12157,John,40,Male,Current,40349,7643,credit,2023-11-27,Delhi,ICICI003,Rejected,702,Verified,Dormant
A12002,Amit,50,Male,Savings,147115,28615,credit,2024-11-09,Bangalore,Unknown,Approved,844,Verified,Active
A12227,Unknown,25,Other,Loan,118159,11604,credit,2023-12-25,Chennai,Unknown,Rejected,800,Pending,Inactive
A12609,Priya,74,Male,Loan,146776,31835,credit,2021-04-22,Bangalore,HDFC001,Rejected,357,Verified,Active
A13143,John,39,Female,Current,145433,-11198,debit,2022-11-29,Unknown,Unknown,Rejected,559,Pending,Inactive
A11309,Neha,38,Male,Unknown,6702,6151,credit,2023-02-23,Unknown,HDFC001,Rejected,511,Rejected,Inactive
A10515,Ravi,37,Other,Credit,117937,41022,credit,2021-10-31,Delhi,Unknown,Approved,542,Verified,Active
A10074,Neha,43,Other,Savings,116811,-7309,debit,2023-12-19,Bangalore,Unknown,Approved,583,Verified,Active
A12538,John,36,Male,Credit,116807,17155,credit,2023-01-05,Unknown,AXIS004,Rejected,580,Rejected,Inactive
A13393,Priya,55,Other,Savings,63794,-17309,debit,2021-04-20,Pune,AXIS004,Rejected,608,Rejected,Inactive
A11911,Ravi,42,Other,Unknown,148717,12429,credit,2025-12-29,Bangalore,ICICI003,Rejected,340,Rejected,Inactive
A13280,Sara,37,Other,Unknown,55659,39657,credit,2022-02-08,Bangalore,SBI002,Rejected,383,Rejected,Inactive
A11066,John,73,Male,Loan,198097,39415,credit,2024-12-29,Mumbai,ICICI003,Rejected,319,Rejected,Inactive
A11522,Unknown,60,Male,Current,124732,26792,credit,2021-08-14,Unknown,HDFC001,Rejected,456,Verified,Active
A10028,Priya,21,Other,Unknown,103085,33871,credit,2021-07-31,Unknown,Unknown,Pending,440,Pending,Active
A11434,John,36,Other,Unknown,133711,5115,credit,2021-05-02,Unknown,Unknown,Pending,346,Pending,Active
A12903,John,24,Female,Unknown,68381,-37190,debit,2024-10-05,Unknown,AXIS004,Rejected,521,Pending,Inactive
A13252,Neha,40,Male,Credit,91814,23053,credit,2021-08-07,Delhi,AXIS004,Pending,368,Verified,Active
A12352,Amit,45,Other,Unknown,68561,8487,credit,2025-02-13,Chennai,Unknown,Approved,455,Verified,Dormant
A11986,Unknown,21,Other,Unknown,27818,15746,credit,2023-04-29,Unknown,ICICI003,Approved,418,Verified,Active
A11638,Ravi,45,Male,Credit,184605,30924,credit,2024-03-13,Bangalore,AXIS004,Approved,600,Verified,Active
A10777,Neha,24,Female,Current,73550,5926,credit,2021-12-23,Mumbai,AXIS004,Approved,388,Verified,Active
A13330,Priya,34,Other,Unknown,37710,39243,credit,2024-07-19,Unknown,ICICI003,Rejected,469,Rejected,Inactive
A13444,Sara,39,Other,Current,167213,-25002,debit,2025-03-23,Mumbai,HDFC001,Approved,564,Verified,Active
A12924,John,18,Other,Credit,24851,19737,credit,2023-03-10,Delhi,Unknown,Pending,674,Pending,Inactive
A11769,Neha,26,Other,Unknown,94971,3531,credit,2024-04-26,Bangalore,AXIS004,Approved,746,Verified,Active
A10857,Unknown,42,Male,Unknown,124479,22383,credit,2025-03-10,Bangalore,SBI002,Pending,693,Verified,Active
A11404,Neha,35,Female,Unknown,76034,15580,credit,2024-04-14,Unknown,AXIS004,Rejected,463,Pending,Inactive
A10885,John,22,Other,Unknown,46537,43166,credit,2021-01-21,Chennai,Unknown,Rejected,889,Pending,Inactive
A10612,John,27,Female,Current,3677,21702,credit,2024-05-30,Bangalore,Unknown,Approved,454,Verified,Active
A10090,Neha,55,Other,Unknown,155006,10281,credit,2021-12-27,Delhi,AXIS004,Pending,342,Verified,Active
A11092,Amit,24,Male,Unknown,-2401,-10894,debit,2022-06-18,Unknown,HDFC001,Rejected,411,Pending,Inactive
A10617,Unknown,55,Other,Savings,17069,38023,credit,2021-11-13,Bangalore,ICICI003,Rejected,611,Rejected,Inactive
A11546,Priya,19,Other,Unknown,27371,16677,credit,2025-08-23,Chennai,Unknown,Pending,890,Pending,Closed
A10012,Unknown,47,Other,Unknown,121846,-22014,debit,2021-11-20,Delhi,ICICI003,Rejected,707,Rejected,Inactive
A11640,Sara,39,Female,Current,147044,-12659,debit,2024-11-12,Unknown,Unknown,Rejected,593,Pending,Active
A12273,Amit,25,Male,Current,36552,21121,credit,2023-02-12,Unknown,Unknown,Pending,641,Pending,Closed
A12469,Amit,45,Other,Unknown,62279,2002,credit,2024-06-15,Bangalore,AXIS004,Approved,787,Verified,Active
A10167,Ravi,46,Other,Loan,162040,-10663,debit,2022-10-23,Mumbai,Unknown,Approved,440,Verified,Dormant
A10928,Amit,40,Female,Loan,175512,-16315,debit,2025-01-14,Delhi,HDFC001,Rejected,620,Verified,Active
A11402,Priya,22,Other,Loan,96888,-2654,debit,2022-01-31,Chennai,Unknown,Rejected,852,Rejected,Inactive
A13361,Ravi,21,Female,Unknown,198403,23894,credit,2022-06-09,Unknown,Unknown,Rejected,420,Pending,Inactive
A10922,Neha,42,Other,Unknown,123472,25564,credit,2025-12-06,Unknown,AXIS004,Rejected,393,Rejected,Inactive
A10099,Amit,39,Other,Current,165779,9685,credit,2023-09-10,Unknown,AXIS004,Pending,883,Verified,Active
A13289,Sara,44,Female,Loan,-469,8700,credit,2024-04-07,Bangalore,SBI002,Rejected,718,Pending,Dormant
A12354,Neha,27,Female,Savings,31881,41574,credit,2024-08-28,Bangalore,AXIS004,Rejected,491,Pending,Inactive
A12392,Ravi,35,Female,Credit,47446,-6007,debit,2022-10-15,Bangalore,AXIS004,Rejected,736,Rejected,Inactive
A13282,Unknown,70,Male,Loan,13259,46769,credit,2025-07-22,Chennai,Unknown,Approved,828,Verified,Active
A11812,Amit,71,Female,Savings,20563,33183,credit,2021-12-13,Bangalore,AXIS004,Rejected,414,Pending,Inactive
A10734,Amit,25,Female,Current,185837,-2382,debit,2021-04-27,Mumbai,Unknown,Pending,892,Verified,Active
A11608,Ravi,26,Other,Unknown,110532,-11640,debit,2023-09-05,Chennai,HDFC001,Rejected,589,Rejected,Active
A11298,Neha,29,Male,Current,18497,44604,credit,2023-07-25,Bangalore,ICICI003,Pending,598,Pending,Active
A11433,Neha,24,Male,Unknown,192769,27667,credit,2022-11-27,Chennai,ICICI003,Rejected,590,Pending,Closed
A10920,Amit,46,Male,Credit,172389,10094,credit,2024-02-25,Pune,Unknown,Approved,554,Verified,Active
A13306,Priya,43,Male,Credit,145652,-3715,debit,2025-12-01,Unknown,SBI002,Pending,556,Pending,Dormant
A11659,Amit,20,Female,Credit,97116,-19756,debit,2021-05-14,Chennai,HDFC001,Rejected,859,Rejected,Dormant
A10284,Ravi,54,Other,Current,65007,17461,credit,2023-03-03,Unknown,ICICI003,Rejected,338,Verified,Active
A11688,Ravi,45,Female,Loan,136691,-13339,debit,2021-11-01,Mumbai,AXIS004,Rejected,556,Verified,Active
A12220,Priya,43,Other,Unknown,128785,-13578,debit,2021-06-23,Unknown,Unknown,Rejected,437,Pending,Inactive
A12349,Amit,21,Female,Credit,141844,17508,credit,2023-09-27,Chennai,AXIS004,Rejected,423,Rejected,Inactive
A12870,Neha,53,Male,Current,17739,16010,credit,2022-11-23,Mumbai,HDFC001,Approved,797,Verified,Active
A10000,John,30,Other,Credit,155707,-15577,debit,2023-03-26,Chennai,Unknown,Approved,565,Verified,Dormant
A12186,Neha,18,Female,Loan,165591,12167,credit,2025-09-14,Chennai,HDFC001,Rejected,874,Rejected,Active
A10707,Ravi,41,Other,Credit,22222,30087,credit,2022-09-05,Bangalore,HDFC001,Approved,686,Verified,Dormant
A11926,Sara,23,Other,Loan,55384,39470,credit,2021-03-16,Pune,Unknown,Rejected,344,Verified,Dormant
A11755,Neha,73,Male,Credit,110552,-6769,debit,2022-01-08,Chennai,AXIS004,Rejected,506,Rejected,Inactive
A11891,Ravi,18,Other,Savings,137374,42109,credit,2025-09-29,Chennai,AXIS004,Rejected,720,Pending,Inactive
A12489,Neha,53,Female,Current,170,5654,credit,2024-05-24,Unknown,Unknown,Approved,728,Verified,Active
A12963,Neha,28,Female,Unknown,194273,-8973,debit,2023-01-29,Pune,Unknown,Rejected,384,Pending,Inactive
A11186,Amit,33,Other,Loan,93830,-24771,debit,2024-04-28,Bangalore,Unknown,Rejected,503,Rejected,Inactive
A12098,Priya,35,Other,Credit,79327,5148,credit,2025-08-05,Bangalore,HDFC001,Rejected,696,Rejected,Inactive
A12290,Sara,66,Other,Savings,99485,48351,credit,2025-09-05,Chennai,SBI002,Rejected,683,Verified,Active
A10870,Amit,33,Female,Unknown,3324,-5998,debit,2021-10-31,Unknown,AXIS004,Pending,758,Verified,Active
A12068,Priya,36,Other,Current,162529,-9458,debit,2021-01-04,Delhi,ICICI003,Pending,712,Verified,Closed
A12731,John,70,Female,Loan,19123,-12904,debit,2025-02-07,Pune,AXIS004,Pending,840,Verified,Dormant
A10630,John,65,Female,Savings,111756,-8094,debit,2022-11-06,Chennai,SBI002,Rejected,490,Rejected,Inactive
A12176,John,28,Female,Unknown,110863,30283,credit,2022-01-04,Delhi,Unknown,Pending,697,Pending,Inactive
A11508,John,37,Other,Credit,151980,-19572,debit,2024-10-27,Delhi,AXIS004,Rejected,307,Pending,Inactive
A12413,John,24,Other,Unknown,74382,48626,credit,2025-07-01,Unknown,Unknown,Rejected,781,Pending,Inactive
A10105,Ravi,31,Other,Loan,11902,1506,credit,2022-11-16,Bangalore,Unknown,Pending,552,Pending,Active
A10225,Ravi,45,Other,Current,168592,16848,credit,2023-02-10,Bangalore,Unknown,Rejected,752,Pending,Inactive
A11807,Priya,21,Female,Savings,55699,-12774,debit,2021-03-19,Pune,AXIS004,Approved,413,Verified,Active
A13190,Neha,19,Other,Savings,105583,11936,credit,2021-08-03,Chennai,HDFC001,Rejected,814,Pending,Inactive
A12593,Neha,19,Other,Unknown,18338,-34129,debit,2023-02-20,Unknown,ICICI003,Rejected,493,Rejected,Inactive
A12199,John,45,Female,Loan,123390,48879,credit,2022-06-06,Unknown,HDFC001,Rejected,797,Pending,Inactive
A11932,Unknown,25,Male,Unknown,3861,18670,credit,2025-06-05,Unknown,AXIS004,Pending,596,Verified,Active
A13110,Amit,61,Other,Loan,11005,31434,credit,2022-10-06,Chennai,AXIS004,Rejected,877,Rejected,Closed
A10266,Unknown,28,Female,Current,98533,-13586,debit,2024-05-01,Unknown,ICICI003,Rejected,395,Rejected,Inactive
A13078,Amit,38,Other,Unknown,55743,-47516,debit,2021-11-10,Pune,AXIS004,Approved,828,Verified,Active
A11286,John,29,Female,Credit,77944,5398,credit,2022-06-09,Bangalore,Unknown,Rejected,771,Pending,Inactive
A10614,Priya,26,Female,Savings,134962,-6064,debit,2024-09-02,Bangalore,Unknown,Rejected,683,Pending,Active
A10331,Amit,21,Male,Current,68034,-21196,debit,2022-10-03,Chennai,AXIS004,Rejected,713,Verified,Closed
A11394,John,35,Female,Unknown,27556,-23754,debit,2021-01-22,Bangalore,Unknown,Pending,854,Pending,Dormant
A11365,Amit,32,Other,Unknown,55286,-18012,debit,2023-07-14,Unknown,Unknown,Approved,773,Verified,Active
A13454,Priya,22,Female,Credit,44223,33096,credit,2022-05-19,Unknown,AXIS004,Rejected,663,Pending,Dormant
A12418,Amit,18,Other,Unknown,-3547,28906,credit,2024-05-02,Unknown,Unknown,Rejected,677,Rejected,Inactive
A12738,John,41,Female,Unknown,93049,20630,credit,2022-02-15,Unknown,HDFC001,Approved,594,Verified,Active
A13330,Priya,34,Other,Unknown,114176,35926,credit,2022-03-25,Unknown,ICICI003,Rejected,635,Rejected,Inactive
A13404,Amit,45,Other,Current,9619,14542,credit,2025-10-16,Unknown,Unknown,Pending,574,Pending,Closed
A10669,Neha,70,Other,Credit,84963,43179,credit,2022-06-19,Unknown,HDFC001,Rejected,439,Rejected,Inactive
A11545,John,40,Male,Current,195165,47888,credit,2021-04-26,Mumbai,ICICI003,Pending,683,Pending,Dormant
A10627,John,53,Male,Credit,125854,-11520,debit,2024-12-13,Pune,ICICI003,Rejected,774,Pending,Inactive
A10968,Unknown,68,Other,Current,168071,-20011,debit,2023-09-30,Bangalore,HDFC001,Rejected,737,Pending,Closed
A10389,John,53,Other,Loan,139427,32095,credit,2025-02-14,Delhi,Unknown,Rejected,513,Rejected,Inactive
A12676,Amit,34,Female,Unknown,67204,41313,credit,2021-12-12,Delhi,Unknown,Rejected,661,Pending,Dormant
A10181,Neha,27,Other,Unknown,159108,20262,credit,2021-09-25,Delhi,HDFC001,Rejected,653,Rejected,Inactive
A12283,John,45,Other,Credit,119842,45827,credit,2021-08-26,Bangalore,ICICI003,Rejected,835,Rejected,Inactive
A10193,Amit,42,Male,Credit,95116,8237,credit,2025-10-16,Chennai,AXIS004,Rejected,791,Pending,Inactive
A12639,Neha,65,Other,Unknown,3615,-18308,debit,2023-10-12,Unknown,HDFC001,Rejected,549,Pending,Inactive
A13134,John,20,Other,Credit,9816,38585,credit,2022-08-22,Bangalore,AXIS004,Pending,479,Pending,Active
A12380,Ravi,29,Other,Credit,80168,-8033,debit,2022-02-22,Delhi,AXIS004,Rejected,417,Rejected,Inactive
A12607,Amit,29,Female,Loan,73628,-33787,debit,2021-06-05,Unknown,Unknown,Approved,730,Verified,Dormant
A12636,Ravi,42,Other,Loan,74399,16971,credit,2023-08-12,Delhi,HDFC001,Pending,389,Pending,Inactive
A11685,Amit,37,Female,Credit,199854,17689,credit,2025-01-19,Chennai,Unknown,Rejected,785,Pending,Inactive
A10120,Ravi,18,Female,Unknown,59642,-6642,debit,2025-02-19,Pune,SBI002,Approved,373,Verified,Active
A11810,Amit,63,Female,Credit,160770,26723,credit,2022-03-31,Bangalore,Unknown,Approved,452,Verified,Active
A12393,Neha,26,Other,Unknown,144653,14054,credit,2025-02-21,Unknown,Unknown,Pending,846,Pending,Dormant
A10525,Neha,41,Other,Loan,107596,-6813,debit,2024-07-07,Bangalore,HDFC001,Rejected,512,Rejected,Inactive
A10222,Unknown,19,Other,Current,150095,48816,credit,2022-03-06,Pune,ICICI003,Approved,653,Verified,Active
A10236,Amit,18,Other,Unknown,141213,-44592,debit,2025-06-03,Chennai,AXIS004,Rejected,546,Pending,Inactive
A12153,Priya,65,Male,Savings,172564,-2557,debit,2023-09-06,Pune,HDFC001,Pending,510,Pending,Dormant
A13285,John,56,Male,Loan,75163,-3417,debit,2022-07-26,Unknown,Unknown,Rejected,355,Pending,Inactive
A10612,John,27,Female,Current,147084,23306,credit,2022-07-30,Bangalore,Unknown,Pending,641,Pending,Active
A11576,Ravi,22,Other,Credit,135017,7903,credit,2022-10-21,Unknown,Unknown,Rejected,477,Rejected,Inactive
A10922,Neha,42,Other,Unknown,93918,-16438,debit,2024-07-23,Unknown,AXIS004,Rejected,802,Rejected,Inactive
A13230,Amit,34,Other,Unknown,70503,-10298,debit,2022-02-27,Chennai,Unknown,Rejected,889,Rejected,Dormant
A13461,John,35,Other,Unknown,180523,20662,credit,2025-07-20,Delhi,Unknown,Rejected,407,Rejected,Inactive
A12191,Ravi,35,Female,Unknown,115656,-13889,debit,2022-02-19,Unknown,AXIS004,Rejected,884,Pending,Inactive
A10959,John,43,Other,Savings,7575,-46660,debit,2021-05-23,Unknown,AXIS004,Rejected,344,Rejected,Inactive
A13109,Ravi,23,Male,Current,161656,18804,credit,2021-09-05,Bangalore,Unknown,Pending,683,Pending,Dormant
A10095,Amit,64,Other,Loan,184456,-31355,debit,2022-02-04,Chennai,SBI002,Rejected,699,Verified,Active
A12400,Ravi,39,Other,Savings,52387,10059,credit,2021-11-21,Bangalore,AXIS004,Rejected,438,Pending,Dormant
A12544,Sara,52,Other,Unknown,65622,19345,credit,2023-01-05,Chennai,HDFC001,Rejected,787,Rejected,Inactive
A12256,Neha,51,Other,Credit,30922,38397,credit,2023-01-09,Chennai,ICICI003,Rejected,764,Pending,Inactive
A12336,John,19,Other,Unknown,15475,-44177,debit,2022-01-04,Unknown,Unknown,Pending,437,Pending,Active
A10062,Amit,49,Other,Credit,104938,12049,credit,2021-05-20,Chennai,Unknown,Rejected,410,Rejected,Inactive
A12442,Amit,21,Other,Credit,76790,36170,credit,2021-03-23,Bangalore,AXIS004,Approved,612,Verified,Dormant
A12444,Sara,51,Other,Loan,174998,34369,credit,2024-10-23,Unknown,ICICI003,Rejected,608,Pending,Closed
A11629,John,50,Male,Loan,48057,14199,credit,2024-06-23,Bangalore,Unknown,Rejected,516,Pending,Dormant
A11437,Amit,24,Female,Current,131998,-15747,debit,2022-08-09,Chennai,SBI002,Rejected,707,Pending,Dormant
A12394,Neha,22,Other,Current,147659,-13604,debit,2021-08-18,Pune,AXIS004,Approved,855,Verified,Active
A12023,Neha,18,Female,Unknown,188845,40387,credit,2024-12-12,Bangalore,Unknown,Pending,439,Pending,Active
A10150,John,69,Female,Unknown,163379,40041,credit,2024-05-14,Unknown,AXIS004,Rejected,544,Rejected,Inactive
A10403,Priya,51,Other,Credit,127366,1218,credit,2022-02-26,Unknown,Unknown,Pending,706,Pending,Active
A12437,John,39,Female,Unknown,125797,-38016,debit,2024-04-03,Unknown,AXIS004,Rejected,523,Pending,Inactive
A12852,Priya,22,Other,Unknown,70054,24247,credit,2021-10-13,Chennai,AXIS004,Pending,851,Verified,Dormant
A10595,Amit,32,Female,Unknown,166573,18815,credit,2023-12-11,Bangalore,AXIS004,Pending,808,Verified,Active
